Unique_ID,Request_type,Start_time,Longitude,Latitude,Antenna_Height,AGL_ASL,Longitude_uncertainty,Latitude_uncertainty,Emission_class,Device_category,Device_type,PREFSENS,MaxMasterEIRP
3155,Generic,01/01/2014 00:01,-0.129253,51.516597,5,AGL,0,0,5,Master,A,,
3156,Specific,01/01/2014 00:01,-0.126815,51.505767,5,AGL,0,0,5,Master,A,,
3157,Generic,01/01/2014 00:01,-0.126815,51.505767,5,AGL,0,0,5,Master,A,,
3158,Specific,01/01/2014 00:01,-0.126741,51.507564,10,AGL,100,100,5,Master,B,,
3160,Specific,01/01/2014 00:01,-0.126667,51.509361,10,AGL,100,100,5,Master,B,,
3162,Specific,01/01/2014 00:01,-0.126594,51.511159,10,AGL,0,0,1,Master,A,,
3163,Generic,01/01/2014 00:01,-0.126594,51.511159,10,AGL,0,0,1,Master,A,,
3164,Specific,01/01/2014 00:01,-0.12652,51.512956,1.5,AGL,0,0,5,Master,B,,
3165,Generic,01/01/2014 00:01,-0.12652,51.512956,1.5,AGL,0,0,5,Master,B,,4
3166,Specific,01/01/2014 00:01,-0.126446,51.514753,10,AGL,0,0,5,Master,A,,
3167,Generic,01/01/2014 00:01,-0.126446,51.514753,10,AGL,0,0,5,Master,A,,
3168,Specific,01/01/2014 00:01,-0.126372,51.516551,10,AGL,0,0,5,Master,A,,
3169,Generic,01/01/2014 00:01,-0.126372,51.516551,10,AGL,0,0,5,Master,A,,4
3170,Specific,01/01/2014 00:01,-0.123935,51.505721,5,AGL,0,0,5,Master,A,,
3171,Generic,01/01/2014 00:01,-0.123935,51.505721,5,AGL,0,0,5,Master,A,,
3172,Specific,01/01/2014 00:01,-0.123861,51.507518,5,AGL,100,100,5,Master,A,,
3173,Generic,01/01/2014 00:01,-0.123861,51.507518,5,AGL,100,100,5,Master,A,,
3174,Specific,01/01/2014 00:01,-0.123787,51.509315,10,AGL,0,0,5,Master,B,,
3176,Specific,01/01/2014 00:01,-0.123713,51.511113,10,AGL,0,0,5,Master,B,,
3178,Specific,01/01/2014 00:01,-0.123639,51.51291,10,AGL,0,0,1,Master,A,,
3179,Generic,01/01/2014 00:01,-0.123639,51.51291,10,AGL,0,0,1,Master,A,,
3180,Specific,01/01/2014 00:01,-0.123565,51.514707,1.5,AGL,0,0,5,Master,B,,
3181,Generic,01/01/2014 00:01,-0.123565,51.514707,1.5,AGL,0,0,5,Master,B,,4
3182,Specific,01/01/2014 00:01,-0.123492,51.516505,10,AGL,0,0,5,Master,A,,
3183,Generic,01/01/2014 00:01,-0.123492,51.516505,10,AGL,0,0,5,Master,A,,
3184,Specific,01/01/2014 00:01,-0.121055,51.505674,10,AGL,0,0,5,Master,A,,
3185,Generic,01/01/2014 00:01,-0.121055,51.505674,10,AGL,0,0,5,Master,A,,4
3186,Specific,01/01/2014 00:01,-0.120981,51.507472,5,AGL,0,0,5,Master,A,,
3187,Generic,01/01/2014 00:01,-0.120981,51.507472,5,AGL,0,0,5,Master,A,,
3188,Specific,01/01/2014 00:01,-0.120907,51.509269,5,AGL,100,100,5,Master,A,,
3189,Generic,01/01/2014 00:01,-0.120907,51.509269,5,AGL,100,100,5,Master,A,,
3190,Specific,01/01/2014 00:01,-0.120833,51.511067,10,AGL,0,0,5,Master,B,,
3192,Specific,01/01/2014 00:01,-0.120759,51.512864,10,AGL,0,0,5,Master,B,,
3194,Specific,01/01/2014 00:01,-0.120685,51.514661,10,AGL,0,0,1,Master,A,,
3195,Generic,01/01/2014 00:01,-0.120685,51.514661,10,AGL,0,0,1,Master,A,,
3196,Specific,01/01/2014 00:01,-0.120611,51.516459,1.5,AGL,100,100,5,Master,B,,
3197,Generic,01/01/2014 00:01,-0.120611,51.516459,1.5,AGL,100,100,5,Master,B,,4
