Assignment_ID,EquipmentType_ID,X_Coord,Y_Coord,Antenna_Height_metres,Frequency_MHz,Bandwidth_MHz,Start,Finish,Situation_ID
1276209,1,380200,397400,5,474.43125,0.0125,01/06/2013 00:00,31/05/2014 23:59,I
1337238,1,501700,184200,5,473.53125,0.0125,18/10/2013 00:00,17/10/2014 23:59,I
1337239,1,501700,184200,5,473.58125,0.0125,18/10/2013 00:00,17/10/2014 23:59,I
1337240,1,501700,184200,5,473.71875,0.0125,18/10/2013 00:00,17/10/2014 23:59,I
1337241,1,501700,184200,5,473.80625,0.0125,18/10/2013 00:00,17/10/2014 23:59,I
1354194,1,248900,56300,5,745.5,0.0125,01/01/2014 00:00,31/12/2014 23:59,I
1371199,1,501700,184200,5,470.00625,0.0125,01/01/2014 00:00,31/12/2014 23:59,I
1371202,1,501700,184200,5,470.05625,0.0125,01/01/2014 00:00,31/12/2014 23:59,I
1371249,1,501700,184200,5,470.09375,0.0125,01/01/2014 00:00,31/12/2014 23:59,I
1252011,1,528866,176424,5,470.73125,0.0125,01/04/2013 00:00,31/03/2014 23:59,I
1252012,1,528866,176424,5,470.19375,0.0125,01/04/2013 00:00,31/03/2014 23:59,I
1252013,1,528866,176424,5,474.33125,0.0125,01/04/2013 00:00,31/03/2014 23:59,I
1252025,1,528866,176424,5,470.30625,0.0125,01/04/2013 00:00,31/03/2014 23:59,I
1304815,1,506800,168500,5,470.40625,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1304816,1,506800,168500,5,470.41875,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1304817,1,506800,168500,5,470.43125,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1304818,1,506800,168500,5,470.44375,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1304819,1,506800,168500,5,470.45625,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1304820,1,506800,168500,5,470.46875,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1304821,1,506800,168500,5,470.48125,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1304822,1,506800,168500,5,470.49375,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1304823,1,506800,168500,5,470.50625,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1304824,1,506800,168500,5,470.51875,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1304825,1,506800,168500,5,470.53125,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1304826,1,506800,168500,5,470.54375,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1304827,1,506800,168500,5,470.55625,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1304828,1,506800,168500,5,470.56875,0.0125,01/08/2013 00:00,31/07/2014 23:59,I
1315734,1,319909,174624,5,470.00625,0.0125,24/08/2013 00:00,23/08/2014 23:59,I
1315735,1,319909,174624,5,470.03125,0.0125,24/08/2013 00:00,23/08/2014 23:59,I
1315736,1,319909,174624,5,470.05625,0.0125,24/08/2013 00:00,23/08/2014 23:59,I
1315737,1,319909,174624,5,470.08125,0.0125,24/08/2013 00:00,23/08/2014 23:59,I
1315738,1,319909,174624,5,470.10625,0.0125,24/08/2013 00:00,23/08/2014 23:59,I
1315739,1,319909,174624,5,470.13125,0.0125,24/08/2013 00:00,23/08/2014 23:59,I
1315742,1,319909,174624,5,470.15625,0.0125,24/08/2013 00:00,23/08/2014 23:59,I
1328011,1,528000,183900,5,470.35625,0.0125,01/10/2013 00:00,30/09/2014 23:59,I
1354776,1,406200,286500,5,633.475,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354779,1,406200,286500,5,634.25,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354781,1,406200,286500,5,713.825,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1246106,2,317970,176140,5,618,8,28/01/2013 00:00,17/03/2014 23:59,E
1369825,2,145894,529424,5,657.15,0.2,25/11/2013 10:00,19/01/2014 23:59,I
1390025,2,537466,180075,5,470.7,0.2,10/01/2014 10:15,16/01/2014 23:59,I
1390026,2,537466,180075,5,472.15,0.2,10/01/2014 10:15,16/01/2014 23:59,I
1390027,2,537466,180075,5,473.3,0.2,10/01/2014 10:15,16/01/2014 23:59,I
1390028,2,537466,180075,5,474.7,0.2,10/01/2014 10:15,16/01/2014 23:59,I
1390029,2,537466,180075,5,476.6,0.2,10/01/2014 10:15,16/01/2014 23:59,I
1390030,2,537466,180075,5,477.05,0.2,10/01/2014 10:15,16/01/2014 23:59,I
1388107,2,529573,190027,5,626.35,0.2,11/01/2014 07:00,19/01/2014 23:59,I
1378821,2,496840,177080,5,734.5,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1378822,2,496840,177080,5,734.875,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1378823,2,496840,177080,5,735.375,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1378824,2,496840,177080,5,736,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1378825,2,496840,177080,5,736.925,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1378826,2,496840,177080,5,738.075,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1378827,2,496840,177080,5,738.675,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1378828,2,496840,177080,5,739.475,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1378829,2,496840,177080,5,740.025,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1378830,2,496840,177080,5,741.125,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1379268,2,496840,177080,5,742.5,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1379269,2,496840,177080,5,742.875,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1379270,2,496840,177080,5,743.375,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1379271,2,496840,177080,5,744,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1379272,2,496840,177080,5,744.925,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1379273,2,496840,177080,5,746.075,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1379274,2,496840,177080,5,746.675,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1379275,2,496840,177080,5,747.475,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1379276,2,496840,177080,5,748.025,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1379277,2,496840,177080,5,749.125,0.2,06/12/2013 00:00,28/01/2014 23:59,I
1388783,2,539130,180100,5,740.35,0.2,14/01/2014 07:00,17/01/2014 23:59,I
1388784,2,539130,180100,5,740.85,0.2,14/01/2014 07:00,17/01/2014 23:59,I
1388785,2,539130,180100,5,741.6,0.2,14/01/2014 07:00,17/01/2014 23:59,I
1388832,2,539130,180100,5,743.05,0.2,14/01/2014 07:00,16/01/2014 23:59,I
1388833,2,539130,180100,5,743.85,0.2,14/01/2014 07:00,16/01/2014 23:59,I
1388834,2,539130,180100,5,744.55,0.2,14/01/2014 07:00,16/01/2014 23:59,I
1391073,2,539130,180100,5,631,0.2,16/01/2014 08:00,16/01/2014 23:59,I
1391074,2,539130,180100,5,631.45,0.2,16/01/2014 08:00,16/01/2014 23:59,I
1391075,2,539130,180100,5,633.15,0.2,16/01/2014 08:00,16/01/2014 23:59,I
1391076,2,539130,180100,5,637.45,0.2,16/01/2014 08:00,16/01/2014 23:59,I
1389422,2,537910,180340,5,616.2,0.2,15/01/2014 00:15,16/01/2014 23:59,I
1389423,2,537910,180340,5,620.125,0.2,15/01/2014 00:15,16/01/2014 23:59,I
1389425,2,532500,180350,5,616.2,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1389426,2,532500,180350,5,620.125,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1389427,2,532500,180350,5,622.975,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1389428,2,532500,180350,5,623.625,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1389429,2,532500,180350,5,624.7,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1389430,2,532500,180350,5,639.075,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1389431,2,532500,180350,5,641.6,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1389432,2,532500,180350,5,647,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1389433,2,532500,180350,5,647.45,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1389434,2,532500,180350,5,650.8,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1389435,2,532500,180350,5,652.2,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1389436,2,532500,180350,5,656.775,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1389437,2,532500,180350,5,658.575,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1389438,2,532500,180350,5,660.95,0.2,14/01/2014 00:15,16/01/2014 23:59,I
1369826,2,145894,529424,5,659.025,0.2,25/11/2013 10:00,19/01/2014 23:59,I
1390129,2,528138,180568,5,782.175,0.2,15/01/2014 06:00,15/01/2014 23:59,I
1390130,2,528138,180568,5,784.8,0.2,15/01/2014 06:00,15/01/2014 23:59,I
1390131,2,528138,180568,5,786.575,0.2,15/01/2014 06:00,15/01/2014 23:59,I
1390132,2,528138,180568,5,787.1,0.2,15/01/2014 06:00,15/01/2014 23:59,I
1391118,2,533260,181450,5,615.6,0.2,15/01/2014 10:30,16/01/2014 06:59,I
1391119,2,533260,181450,5,616.125,0.2,15/01/2014 10:30,16/01/2014 06:59,I
1391120,2,533260,181450,5,617.325,0.2,15/01/2014 10:30,16/01/2014 06:59,I
1391121,2,533260,181450,5,617.725,0.2,15/01/2014 10:30,16/01/2014 06:59,I
1391122,2,533260,181450,5,620.05,0.2,15/01/2014 10:30,16/01/2014 06:59,I
1391123,2,533260,181450,5,620.775,0.2,15/01/2014 10:30,16/01/2014 06:59,I
1391124,2,533260,181450,5,625.725,0.2,15/01/2014 10:30,16/01/2014 06:59,I
1391125,2,533260,181450,5,631.225,0.2,15/01/2014 10:30,16/01/2014 06:59,I
1391126,2,533260,181450,5,633.05,0.2,15/01/2014 10:30,16/01/2014 06:59,I
1391127,2,533260,181450,5,634.55,0.2,15/01/2014 10:30,16/01/2014 06:59,I
1391133,2,530590,182940,5,626.35,0.2,14/01/2014 06:00,17/01/2014 23:59,I
1391134,2,530590,182940,5,627.4,0.2,14/01/2014 06:00,17/01/2014 23:59,I
1391347,2,528138,180568,5,579.225,0.2,15/01/2014 00:00,15/01/2014 23:59,I
1391528,2,477520,151530,5,638.5,0.2,16/01/2014 05:30,18/01/2014 23:59,I
1391529,2,477520,151530,5,638.9,0.2,16/01/2014 05:30,18/01/2014 23:59,I
1354666,2,311700,174300,5,759.45,0.2,01/01/2014 00:00,31/12/2014 23:59,I
1354668,2,311700,174300,5,760.05,0.2,01/01/2014 00:00,31/12/2014 23:59,I
1354669,2,311700,174300,5,760.8,0.2,01/01/2014 00:00,31/12/2014 23:59,I
1354670,2,311700,174300,5,762.5,0.2,01/01/2014 00:00,31/12/2014 23:59,I
1354671,2,311700,174300,5,764.6,0.2,01/01/2014 00:00,31/12/2014 23:59,I
1391109,2,441632,355357,5,630.6,0.2,16/01/2014 08:00,16/01/2014 23:59,E
1391110,2,441632,355357,5,631.1,0.2,16/01/2014 08:00,16/01/2014 23:59,E
1391111,2,441632,355357,5,632,0.2,16/01/2014 08:00,16/01/2014 23:59,E
1391112,2,441632,355357,5,633.1,0.2,16/01/2014 08:00,16/01/2014 23:59,E
1388604,2,539130,180100,5,750.45,0.2,15/01/2014 08:00,16/01/2014 23:59,I
1388605,2,539130,180100,5,751.425,0.2,15/01/2014 08:00,16/01/2014 23:59,I
1388606,2,539130,180100,5,753.375,0.2,15/01/2014 08:00,16/01/2014 23:59,I
1388607,2,539130,180100,5,754.775,0.2,15/01/2014 08:00,16/01/2014 23:59,I
1388608,2,539130,180100,5,755.5,0.2,15/01/2014 08:00,16/01/2014 23:59,I
1388609,2,539130,180100,5,756.425,0.2,15/01/2014 08:00,16/01/2014 23:59,I
1365039,2,519840,196800,5,723.575,0.2,02/01/2014 00:00,24/01/2014 23:59,I
1365040,2,519840,196800,5,724.575,0.2,02/01/2014 00:00,24/01/2014 23:59,I
1365041,2,519840,196800,5,725.4,0.2,02/01/2014 00:00,24/01/2014 23:59,I
1373204,2,523130,178079,5,674,8,24/11/2013 07:30,15/01/2014 23:59,I
1384450,2,519840,196800,5,594,8,23/12/2013 13:45,10/03/2014 23:59,I
1389112,2,258100,665900,5,618,8,13/01/2014 13:00,25/01/2014 23:59,I
1389113,2,258100,665900,5,642,8,13/01/2014 13:00,25/01/2014 23:59,I
1389114,2,258100,665900,5,666,8,13/01/2014 13:00,25/01/2014 23:59,I
1389368,2,405850,286850,5,634,8,14/01/2014 00:00,19/01/2014 23:59,I
1389369,2,405850,286850,5,658,8,14/01/2014 00:00,19/01/2014 23:59,I
1386933,2,526490,183001,5,618,8,16/01/2014 06:00,16/01/2014 23:59,I
1375098,2,419400,283600,5,634,8,15/01/2014 09:00,16/01/2014 23:59,I
1391348,2,500062,198945,5,634,8,16/01/2014 00:00,17/01/2014 23:59,I
1391349,2,500062,198945,5,642,8,16/01/2014 00:00,17/01/2014 23:59,I
1387882,2,508195,198770,5,626,8,16/01/2014 10:30,17/01/2014 23:59,I
1388297,2,540100,169100,5,626,8,06/01/2014 17:30,18/01/2014 23:59,I
1374738,2,324900,672700,5,658,8,25/11/2013 08:00,19/01/2014 23:59,I
1389097,2,439200,556900,5,666,8,14/01/2014 12:15,01/02/2014 23:59,I
1389099,2,439200,556900,5,626,8,14/01/2014 12:15,01/02/2014 23:59,I
1389100,2,439200,556900,5,650,8,14/01/2014 12:15,01/02/2014 23:59,I
1389282,2,424220,563310,5,498,8,14/01/2014 06:00,16/01/2014 23:59,I
1389283,2,424220,563310,5,514,8,14/01/2014 06:00,16/01/2014 23:59,I
1389284,2,424220,563310,5,546,8,14/01/2014 06:00,16/01/2014 23:59,I
1389285,2,424220,563310,5,586,8,14/01/2014 06:00,16/01/2014 23:59,I
1389286,2,424220,563310,5,594,8,14/01/2014 06:00,16/01/2014 23:59,I
1389287,2,424220,563310,5,618,8,14/01/2014 06:00,16/01/2014 23:59,I
1389288,2,424220,563310,5,642,8,14/01/2014 06:00,16/01/2014 23:59,I
1390434,2,507393,178973,5,634,8,13/01/2014 02:00,17/01/2014 23:59,I
1388106,2,529573,190027,5,618,8,11/01/2014 07:00,19/01/2014 23:59,I
1389418,2,257072,665361,5,642,8,16/01/2014 00:00,19/01/2014 23:59,I
1389907,2,528138,180568,5,562,8,15/01/2014 00:00,15/01/2014 23:59,I
1247883,1,531460,182870,5,520.25,0.2,22/03/2013 00:00,21/03/2014 23:59,I
1245146,1,415500,432800,5,520.2,0.1,13/03/2013 00:00,12/03/2014 23:59,I
1245147,1,415500,432800,5,521.5,0.1,13/03/2013 00:00,12/03/2014 23:59,I
1245148,1,415500,432800,5,632.2,0.1,13/03/2013 00:00,12/03/2014 23:59,I
1245149,1,415500,432800,5,634.5,0.1,13/03/2013 00:00,12/03/2014 23:59,I
1354421,1,314890,178360,5,721.275,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354422,1,314890,178360,5,721.3,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354423,1,314890,178360,5,721.425,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354424,1,314890,178360,5,721.45,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354425,1,314890,178360,5,722.05,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354426,1,314890,178360,5,722.375,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354427,1,314890,178360,5,722.75,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354428,1,314890,178360,5,617.275,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354429,1,314890,178360,5,617.3,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354430,1,314890,178360,5,617.425,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354431,1,314890,178360,5,617.45,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354432,1,314890,178360,5,617.55,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354433,1,314890,178360,5,619,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1354434,1,314890,178360,5,618.85,0.025,01/01/2014 00:00,31/12/2014 23:59,I
1270403,1,531682,181264,5,518.2,0.2,14/04/2013 00:00,13/04/2014 23:59,I
1270404,1,531682,181264,5,637.8,0.2,14/04/2013 00:00,13/04/2014 23:59,I
1270405,1,531682,181264,5,641.5,0.2,14/04/2013 00:00,13/04/2014 23:59,I
1276218,1,380400,397500,5,543.025,0.025,01/06/2013 00:00,31/05/2014 23:59,I
1276219,1,380400,397500,5,543.75,0.025,01/06/2013 00:00,31/05/2014 23:59,I
1276220,1,380400,397500,5,544.225,0.025,01/06/2013 00:00,31/05/2014 23:59,I
1276221,1,380400,397500,5,544.625,0.025,01/06/2013 00:00,31/05/2014 23:59,I
1276222,1,380400,397500,5,544.875,0.025,01/06/2013 00:00,31/05/2014 23:59,I
1276223,1,380400,397500,5,545.25,0.025,01/06/2013 00:00,31/05/2014 23:59,I
1276224,1,380400,397500,5,545.75,0.025,01/06/2013 00:00,31/05/2014 23:59,I
1262073,64,530900,180300,5,773.05,0.2,28/04/2013 00:00,27/04/2014 23:59,I
